num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,status
243,0,0,243,0,0,0,0,0,1667
113,15,0,113,0,0,0,0,0,1668
243,5,5,243,0,0,0,0,0,1669
141,1,1,141,0,0,0,0,0,1670
130,0,5,130,0,0,0,0,0,1671
65,2,4,65,0,0,0,0,0,1672
3,3,0,3,0,0,0,0,0,1673
75,3,0,75,0,0,0,0,0,1674
45,0,1,45,0,0,0,0,0,1675
177,14,4,177,0,0,0,0,0,1676
45,1,0,45,0,0,0,0,0,1677
93,8,0,93,0,0,0,0,0,1678
73,0,2,73,0,0,0,0,0,1679
82,5,0,82,0,0,0,0,0,1680
89,17,1,89,0,0,0,0,0,1681
52,5,3,52,0,0,0,0,0,1682
52,5,3,52,0,0,0,0,0,1683
32,1,0,32,0,0,0,0,0,1684
140,18,0,140,0,0,0,0,0,1685
113,5,0,113,0,0,0,0,0,1686
1201,86,3,1201,0,0,0,0,0,1687
1145,22,4,1145,0,0,0,0,0,1688
107,5,5,107,0,0,0,0,0,1689
27,5,0,27,0,0,0,0,0,1690
101,9,0,101,0,0,0,0,0,1691
160,8,3,160,0,0,0,0,0,1692
197,20,2,197,0,0,0,0,0,1693
70,3,0,70,0,0,0,0,0,1694
88,11,1,88,0,0,0,0,0,1695
22,1,0,22,0,0,0,0,0,1696
265,5,0,265,0,0,0,0,0,1697
73,4,7,73,0,0,0,0,0,1698
211,2,0,211,0,0,0,0,0,1699
165,9,0,165,0,0,0,0,0,1700
190,6,1,190,0,0,0,0,0,1701
83,1,0,83,0,0,0,0,0,1702
51,1,0,51,0,0,0,0,0,1703
386,15,14,386,0,0,0,0,0,1704
135,14,0,135,0,0,0,0,0,1705
273,35,2,273,0,0,0,0,0,1706
87,25,4,87,0,0,0,0,0,1707
240,30,2,240,0,0,0,0,0,1708
47,1,0,47,0,0,0,0,0,1709
23,7,16,23,0,0,0,0,0,1710
84,4,0,84,0,0,0,0,0,1711
18,0,0,18,0,0,0,0,0,1712
59,5,0,59,0,0,0,0,0,1713
44,0,0,44,0,0,0,0,0,1714
28,0,0,28,0,0,0,0,0,1715
30,1,0,30,0,0,0,0,0,1716
39,2,0,39,0,0,0,0,0,1717
17,0,1,17,0,0,0,0,0,1718
74,15,1,74,0,0,0,0,0,1719
68,6,0,68,0,0,0,0,0,1720
65,2,10,65,0,0,0,0,0,1721
52,2,0,52,0,0,0,0,0,1722
78,8,0,78,0,0,0,0,0,1723
28,3,0,28,0,0,0,0,0,1724
63,5,0,63,0,0,0,0,0,1725
19,24,0,19,0,0,0,0,0,1726
21,22,0,21,0,0,0,0,0,1727
77,12,0,77,0,0,0,0,0,1728
137,3,1,137,0,0,0,0,0,1729
537,16,1,537,0,0,0,0,0,1730
57,5,1,57,0,0,0,0,0,1731
144,11,0,144,0,0,0,0,0,1732
13,1,0,13,0,0,0,0,0,1733
10,0,0,10,0,0,0,0,0,1734
108,5,0,108,0,0,0,0,0,1735
49,0,0,49,0,0,0,0,0,1736
1,0,0,1,0,0,0,0,0,1737
29,1,0,29,0,0,0,0,0,1738
24,2,2,24,0,0,0,0,0,1739
156,17,0,156,0,0,0,0,0,1740
56,1,0,56,0,0,0,0,0,1741
34,1,0,34,0,0,0,0,0,1742
16,1,0,16,0,0,0,0,0,1743
25,1,0,25,0,0,0,0,0,1744
38,4,1,38,0,0,0,0,0,1745
45,5,0,45,0,0,0,0,0,1746
74,2,0,74,0,0,0,0,0,1747
8,0,0,8,0,0,0,0,0,1748
2,0,0,2,0,0,0,0,0,1749
131,8,0,131,0,0,0,0,0,1750
32,3,0,32,0,0,0,0,0,1751
14,1,1,14,0,0,0,0,0,1752
90,10,4,90,0,0,0,0,0,1753
122,2,0,122,0,0,0,0,0,1754
5,0,0,5,0,0,0,0,0,1755
97,5,1,97,0,0,0,0,0,1756
31,1,0,31,0,0,0,0,0,1757
80,4,0,80,0,0,0,0,0,1758
51,1,1,51,0,0,0,0,0,1759
38,0,0,38,0,0,0,0,0,1760
102,5,0,102,0,0,0,0,0,1761
92,10,1,92,0,0,0,0,0,1762
54,4,0,54,0,0,0,0,0,1763
44,4,0,44,0,0,0,0,0,1764
78,5,1,78,0,0,0,0,0,1765
66,10,1,66,0,0,0,0,0,1766
54,6,2,54,0,0,0,0,0,1767
25,0,0,25,0,0,0,0,0,1768
74,5,1,74,0,0,0,0,0,1769
79,7,1,79,0,0,0,0,0,1770
104,3,1,104,0,0,0,0,0,1771
38,7,0,38,0,0,0,0,0,1772
17,6,0,17,0,0,0,0,0,1773
75,8,0,75,0,0,0,0,0,1774
52,3,0,52,0,0,0,0,0,1775
38,0,5,38,0,0,0,0,0,1776
58,5,0,58,0,0,0,0,0,1777
12,1,2,12,0,0,0,0,0,1778
4,0,2,4,0,0,0,0,0,1779
28,4,0,28,0,0,0,0,0,1780
4,0,1,4,0,0,0,0,0,1781
51,0,0,51,0,0,0,0,0,1782
18,1,0,18,0,0,0,0,0,1783
45,0,0,45,0,0,0,0,0,1784
14,0,0,14,0,0,0,0,0,1785
54,1,0,54,0,0,0,0,0,1786
65,4,0,65,0,0,0,0,0,1787
73,0,0,73,0,0,0,0,0,1788
43,3,0,43,0,0,0,0,0,1789
28,4,1,28,0,0,0,0,0,1790
22,1,0,22,0,0,0,0,0,1791
39,3,0,39,0,0,0,0,0,1792
62,8,0,62,0,0,0,0,0,1793
20,2,0,20,0,0,0,0,0,1794
17,0,0,17,0,0,0,0,0,1795
49,7,0,49,0,0,0,0,0,1796
62,7,0,62,0,0,0,0,0,1797
43,2,0,43,0,0,0,0,0,1798
30,1,0,30,0,0,0,0,0,1799
28,0,0,28,0,0,0,0,0,1800
49,2,2,49,0,0,0,0,0,1801
67,6,0,67,0,0,0,0,0,1802
20,1,0,20,0,0,0,0,0,1803
81,5,0,81,0,0,0,0,0,1804
58,6,1,58,0,0,0,0,0,1805
13,5,0,13,0,0,0,0,0,1806
47,0,0,47,0,0,0,0,0,1807
7,0,2,7,0,0,0,0,0,1808
62,2,1,62,0,0,0,0,0,1809
84,6,0,84,0,0,0,0,0,1810
23,2,0,23,0,0,0,0,0,1811
19,4,0,19,0,0,0,0,0,1812
13,0,1,13,0,0,0,0,0,1813
8,1,1,8,0,0,0,0,0,1814
35,1,0,35,0,0,0,0,0,1815
37,0,0,37,0,0,0,0,0,1816
73,10,0,73,0,0,0,0,0,1817
114,9,0,114,0,0,0,0,0,1818
69,6,0,69,0,0,0,0,0,1819
43,0,0,43,0,0,0,0,0,1820
106,3,0,106,0,0,0,0,0,1821
69,2,0,69,0,0,0,0,0,1822
65,2,0,65,0,0,0,0,0,1823
52,0,0,52,0,0,0,0,0,1824
79,1,0,79,0,0,0,0,0,1825
49,1,0,49,0,0,0,0,0,1826
31,0,0,31,0,0,0,0,0,1827
7,0,2,7,0,0,0,0,0,1828
6,0,2,6,0,0,0,0,0,1829
7,0,0,7,0,0,0,0,0,1830
5,1,1,5,0,0,0,0,0,1831
18,1,0,18,0,0,0,0,0,1832
32,0,7,32,0,0,0,0,0,1833
33,1,0,33,0,0,0,0,0,1834
97,0,0,97,0,0,0,0,0,1835
102,16,0,102,0,0,0,0,0,1836
38,10,0,38,0,0,0,0,0,1837
16,2,0,16,0,0,0,0,0,1838
3,1,2,3,0,0,0,0,0,1839
27,0,5,27,0,0,0,0,0,1840
78,4,35,78,0,0,0,0,0,1841
29,0,0,29,0,0,0,0,0,1842
66,9,0,66,0,0,0,0,0,1843
78,16,0,78,0,0,0,0,0,1844
57,9,1,57,0,0,0,0,0,1845
19,4,0,19,0,0,0,0,0,1846
82,14,0,82,0,0,0,0,0,1847
5,4,1,5,0,0,0,0,0,1848
52,5,0,52,0,0,0,0,0,1849
45,14,0,45,0,0,0,0,0,1850
41,19,11,41,0,0,0,0,0,1851
55,10,0,55,0,0,0,0,0,1852
40,1,0,40,0,0,0,0,0,1853
48,4,0,48,0,0,0,0,0,1854
53,7,0,53,0,0,0,0,0,1855
5,0,0,5,0,0,0,0,0,1856
0,0,0,0,0,0,0,0,0,1857
74,6,0,74,0,0,0,0,0,1858
7,1,2,7,0,0,0,0,0,1859
96,214,0,96,0,0,0,0,0,1860
43,2,0,43,0,0,0,0,0,1861
13,3,0,13,0,0,0,0,0,1862
28,3,0,28,0,0,0,0,0,1863
34,0,1,34,0,0,0,0,0,1864
83,1,0,83,0,0,0,0,0,1865
7,0,0,7,0,0,0,0,0,1866
34,0,0,34,0,0,0,0,0,1867
97,3,0,97,0,0,0,0,0,1868
24,4,0,24,0,0,0,0,0,1869
106,18,0,106,0,0,0,0,0,1870
131,4,0,131,0,0,0,0,0,1871
132,7,0,132,0,0,0,0,0,1872
79,5,0,79,0,0,0,0,0,1873
71,2,7,71,0,0,0,0,0,1874
55,8,5,55,0,0,0,0,0,1875
51,9,0,51,0,0,0,0,0,1876
46,3,1,46,0,0,0,0,0,1877
5,2,2,5,0,0,0,0,0,1878
52,5,0,52,0,0,0,0,0,1879
18,0,0,18,0,0,0,0,0,1880
207,13,0,207,0,0,0,0,0,1881
105,5,0,105,0,0,0,0,0,1882
30,0,0,30,0,0,0,0,0,1883
32,0,0,32,0,0,0,0,0,1884
44,10,0,44,0,0,0,0,0,1885
100,28,1,100,0,0,0,0,0,1886
58,4,0,58,0,0,0,0,0,1887
22,1,0,22,0,0,0,0,0,1888
26,0,0,26,0,0,0,0,0,1889
45,4,0,45,0,0,0,0,0,1890
21,0,0,21,0,0,0,0,0,1891
75,15,0,75,0,0,0,0,0,1892
21,0,1,21,0,0,0,0,0,1893
72,23,0,72,0,0,0,0,0,1894
50,1,0,50,0,0,0,0,0,1895
26,6,0,26,0,0,0,0,0,1896
46,9,0,46,0,0,0,0,0,1897
80,7,0,80,0,0,0,0,0,1898
41,11,0,41,0,0,0,0,0,1899
69,6,0,69,0,0,0,0,0,1900
3,2,2,3,0,0,0,0,0,1901
21,4,0,21,0,0,0,0,0,1902
64,1,0,64,0,0,0,0,0,1903
60,19,0,60,0,0,0,0,0,1904
25,3,0,25,0,0,0,0,0,1905
48,17,0,48,0,0,0,0,0,1906
45,4,0,45,0,0,0,0,0,1907
2,0,1,2,0,0,0,0,0,1908
7,0,1,7,0,0,0,0,0,1909
61,13,0,61,0,0,0,0,0,1910
16,9,0,16,0,0,0,0,0,1911
27,3,0,27,0,0,0,0,0,1912
42,16,11,42,0,0,0,0,0,1913
65,0,0,65,0,0,0,0,0,1914
44,4,0,44,0,0,0,0,0,1915
55,12,0,55,0,0,0,0,0,1916
59,7,0,59,0,0,0,0,0,1917
51,6,0,51,0,0,0,0,0,1918
41,1,0,41,0,0,0,0,0,1919
12,5,0,12,0,0,0,0,0,1920
57,7,0,57,0,0,0,0,0,1921
55,7,0,55,0,0,0,0,0,1922
76,4,0,76,0,0,0,0,0,1923
103,14,0,103,0,0,0,0,0,1924
46,2,0,46,0,0,0,0,0,1925
74,14,0,74,0,0,0,0,0,1926
25,0,0,25,0,0,0,0,0,1927
34,0,0,34,0,0,0,0,0,1928
50,1,0,50,0,0,0,0,0,1929
47,0,0,47,0,0,0,0,0,1930
64,2,0,64,0,0,0,0,0,1931
40,1,0,40,0,0,0,0,0,1932
58,1,0,58,0,0,0,0,0,1933
67,3,0,67,0,0,0,0,0,1934
50,3,0,50,0,0,0,0,0,1935
53,1,0,53,0,0,0,0,0,1936
67,8,0,67,0,0,0,0,0,1937
90,12,0,90,0,0,0,0,0,1938
60,2,0,60,0,0,0,0,0,1939
30,8,0,30,0,0,0,0,0,1940
52,10,0,52,0,0,0,0,0,1941
5,0,0,5,0,0,0,0,0,1942
56,14,0,56,0,0,0,0,0,1943
26,2,0,26,0,0,0,0,0,1944
71,11,0,71,0,0,0,0,0,1945
53,4,0,53,0,0,0,0,0,1946
35,2,0,35,0,0,0,0,0,1947
31,2,0,31,0,0,0,0,0,1948
45,0,0,45,0,0,0,0,0,1949
20,1,0,20,0,0,0,0,0,1950
3,2,2,3,0,0,0,0,0,1951
48,0,0,48,0,0,0,0,0,1952
18,0,0,18,0,0,0,0,0,1953
56,10,0,56,0,0,0,0,0,1954
64,2,1,64,0,0,0,0,0,1955
63,0,0,63,0,0,0,0,0,1956
40,9,2,40,0,0,0,0,0,1957
92,1,0,92,0,0,0,0,0,1958
53,0,0,53,0,0,0,0,0,1959
33,0,0,33,0,0,0,0,0,1960
84,6,0,84,0,0,0,0,0,1961
87,11,0,87,0,0,0,0,0,1962
26,0,0,26,0,0,0,0,0,1963
22,0,0,22,0,0,0,0,0,1964
78,0,5,78,0,0,0,0,0,1965
67,6,7,67,0,0,0,0,0,1966
26,1,0,26,0,0,0,0,0,1967
14,0,0,14,0,0,0,0,0,1968
18,0,0,18,0,0,0,0,0,1969
24,0,0,24,0,0,0,0,0,1970
27,0,0,27,0,0,0,0,0,1971
30,11,0,30,0,0,0,0,0,1972
34,4,0,34,0,0,0,0,0,1973
26,1,1,26,0,0,0,0,0,1974
38,4,0,38,0,0,0,0,0,1975
55,5,0,55,0,0,0,0,0,1976
80,9,0,80,0,0,0,0,0,1977
33,3,0,33,0,0,0,0,0,1978
44,10,0,44,0,0,0,0,0,1979
41,7,0,41,0,0,0,0,0,1980
30,3,0,30,0,0,0,0,0,1981
34,0,0,34,0,0,0,0,0,1982
30,0,0,30,0,0,0,0,0,1983
38,9,0,38,0,0,0,0,0,1984
24,4,1,24,0,0,0,0,0,1985
37,2,0,37,0,0,0,0,0,1986
18,3,0,18,0,0,0,0,0,1987
55,15,0,55,0,0,0,0,0,1988
54,3,0,54,0,0,0,0,0,1989
67,11,0,67,0,0,0,0,0,1990
94,18,0,94,0,0,0,0,0,1991
41,2,0,41,0,0,0,0,0,1992
36,2,0,36,0,0,0,0,0,1993
65,3,1,65,0,0,0,0,0,1994
90,6,0,90,0,0,0,0,0,1995
42,2,0,42,0,0,0,0,0,1996
48,4,0,48,0,0,0,0,0,1997
45,10,0,45,0,0,0,0,0,1998
47,2,0,47,0,0,0,0,0,1999
31,4,0,31,0,0,0,0,0,2000
105,23,0,105,0,0,0,0,0,2001
48,0,0,48,0,0,0,0,0,2002
37,5,0,37,0,0,0,0,0,2003
5,2,2,5,0,0,0,0,0,2004
11,0,0,11,0,0,0,0,0,2005
27,11,1,27,0,0,0,0,0,2006
2,0,0,2,0,0,0,0,0,2007
43,1,0,43,0,0,0,0,0,2008
46,4,0,46,0,0,0,0,0,2009
53,3,0,53,0,0,0,0,0,2010
10,1,0,10,0,0,0,0,0,2011
22,5,0,22,0,0,0,0,0,2012
12,3,1,12,0,0,0,0,0,2013
50,6,0,50,0,0,0,0,0,2014
47,13,0,47,0,0,0,0,0,2015
14,0,2,14,0,0,0,0,0,2016
1,0,0,1,0,0,0,0,0,2017
25,18,0,25,0,0,0,0,0,2018
16,0,0,16,0,0,0,0,0,2019
46,2,0,46,0,0,0,0,0,2020
76,1,0,76,0,0,0,0,0,2021
16,0,0,16,0,0,0,0,0,2022
40,1,0,40,0,0,0,0,0,2023
83,15,0,83,0,0,0,0,0,2024
89,28,1,89,0,0,0,0,0,2025
30,0,0,30,0,0,0,0,0,2026
12,0,0,12,0,0,0,0,0,2027
52,17,0,52,0,0,0,0,0,2028
58,19,0,58,0,0,0,0,0,2029
22,4,0,22,0,0,0,0,0,2030
6,0,0,6,0,0,0,0,0,2031
30,2,0,30,0,0,0,0,0,2032
58,5,0,58,0,0,0,0,0,2033
32,4,5,32,0,0,0,0,0,2034
48,5,0,48,0,0,0,0,0,2035
43,4,0,43,0,0,0,0,0,2036
30,0,0,30,0,0,0,0,0,2037
41,3,0,41,0,0,0,0,0,2038
42,10,0,42,0,0,0,0,0,2039
59,6,0,59,0,0,0,0,0,2040
17,0,0,17,0,0,0,0,0,2041
47,0,0,47,0,0,0,0,0,2042
14,5,2,14,0,0,0,0,0,2043
12,1,0,12,0,0,0,0,0,2044
30,23,4,30,0,0,0,0,0,2045
25,3,1,25,0,0,0,0,0,2046
0,0,0,0,0,0,0,0,0,2047
4,1,0,4,0,0,0,0,0,2048
3,0,0,3,0,0,0,0,0,2049
5,1,1,5,0,0,0,0,0,2050
2,0,0,2,0,0,0,0,0,2051
11,6,0,11,0,0,0,0,0,2052
38,10,0,38,0,0,0,0,0,2053
13,0,0,13,0,0,0,0,0,2054
19,0,0,19,0,0,0,0,0,2055
15,1,0,15,0,0,0,0,0,2056
21,4,0,21,0,0,0,0,0,2057
42,2,0,42,0,0,0,0,0,2058
12,0,0,12,0,0,0,0,0,2059
19,4,0,19,0,0,0,0,0,2060
24,2,0,24,0,0,0,0,0,2061
32,1,0,32,0,0,0,0,0,2062
15,8,0,15,0,0,0,0,0,2063
22,4,0,22,0,0,0,0,0,2064
33,8,0,33,0,0,0,0,0,2065
11,6,0,11,0,0,0,0,0,2066
47,6,0,47,0,0,0,0,0,2067
41,7,0,41,0,0,0,0,0,2068
29,4,0,29,0,0,0,0,0,2069
48,7,0,48,0,0,0,0,0,2070
13,8,0,13,0,0,0,0,0,2071
32,2,0,32,0,0,0,0,0,2072
42,8,0,42,0,0,0,0,0,2073
26,5,0,26,0,0,0,0,0,2074
67,25,0,67,0,0,0,0,0,2075
23,4,0,23,0,0,0,0,0,2076
33,4,0,33,0,0,0,0,0,2077
25,3,0,25,0,0,0,0,0,2078
22,4,0,22,0,0,0,0,0,2079
26,0,0,26,0,0,0,0,0,2080
38,10,0,38,0,0,0,0,0,2081
50,19,0,50,0,0,0,0,0,2082
29,1,0,29,0,0,0,0,0,2083
26,0,0,26,0,0,0,0,0,2084
25,1,0,25,0,0,0,0,0,2085
15,0,0,15,0,0,0,0,0,2086
18,0,0,18,0,0,0,0,0,2087
28,4,0,28,0,0,0,0,0,2088
14,23,0,14,0,0,0,0,0,2089
20,2,0,20,0,0,0,0,0,2090
17,21,0,17,0,0,0,0,0,2091
34,0,0,34,0,0,0,0,0,2092
17,11,0,17,0,0,0,0,0,2093
40,6,0,40,0,0,0,0,0,2094
21,5,0,21,0,0,0,0,0,2095
14,4,0,14,0,0,0,0,0,2096
43,17,1,43,0,0,0,0,0,2097
27,5,0,27,0,0,0,0,0,2098
35,22,0,35,0,0,0,0,0,2099
24,1,0,24,0,0,0,0,0,2100
30,4,0,30,0,0,0,0,0,2101
21,2,0,21,0,0,0,0,0,2102
41,7,0,41,0,0,0,0,0,2103
15,1,0,15,0,0,0,0,0,2104
27,6,0,27,0,0,0,0,0,2105
22,3,0,22,0,0,0,0,0,2106
36,13,0,36,0,0,0,0,0,2107
10,18,0,10,0,0,0,0,0,2108
24,5,0,24,0,0,0,0,0,2109
19,1,0,19,0,0,0,0,0,2110
63,25,0,63,0,0,0,0,0,2111
47,15,0,47,0,0,0,0,0,2112
57,11,0,57,0,0,0,0,0,2113
14,4,0,14,0,0,0,0,0,2114
35,5,0,35,0,0,0,0,0,2115
12,0,2,12,0,0,0,0,0,2116
15,3,0,15,0,0,0,0,0,2117
31,15,0,31,0,0,0,0,0,2118
45,5,0,45,0,0,0,0,0,2119
35,24,0,35,0,0,0,0,0,2120
38,30,0,38,0,0,0,0,0,2121
26,11,0,26,0,0,0,0,0,2122
35,11,0,35,0,0,0,0,0,2123
53,36,0,53,0,0,0,0,0,2124
26,0,0,26,0,0,0,0,0,2125
16,0,0,16,0,0,0,0,0,2126
28,7,0,28,0,0,0,0,0,2127
16,1,1,16,0,0,0,0,0,2128
26,16,0,26,0,0,0,0,0,2129
26,11,0,26,0,0,0,0,0,2130
27,14,0,27,0,0,0,0,0,2131
33,6,0,33,0,0,0,0,0,2132
27,8,0,27,0,0,0,0,0,2133
37,10,0,37,0,0,0,0,0,2134
23,5,1,23,0,0,0,0,0,2135
13,0,0,13,0,0,0,0,0,2136
17,8,0,17,0,0,0,0,0,2137
30,0,0,30,0,0,0,0,0,2138
18,13,0,18,0,0,0,0,0,2139
30,9,0,30,0,0,0,0,0,2140
26,7,0,26,0,0,0,0,0,2141
16,9,0,16,0,0,0,0,0,2142
47,5,0,47,0,0,0,0,0,2143
16,7,0,16,0,0,0,0,0,2144
13,9,1,13,0,0,0,0,0,2145
32,13,1,32,0,0,0,0,0,2146
21,11,0,21,0,0,0,0,0,2147
24,8,0,24,0,0,0,0,0,2148
22,4,0,22,0,0,0,0,0,2149
14,2,0,14,0,0,0,0,0,2150
24,12,3,24,0,0,0,0,0,2151
24,1,0,24,0,0,0,0,0,2152
18,20,0,18,0,0,0,0,0,2153
14,2,0,14,0,0,0,0,0,2154
17,4,0,17,0,0,0,0,0,2155
14,0,0,14,0,0,0,0,0,2156
16,0,0,16,0,0,0,0,0,2157
15,0,0,15,0,0,0,0,0,2158
11,1,0,11,0,0,0,0,0,2159
15,0,1,15,0,0,0,0,0,2160
15,1,0,15,0,0,0,0,0,2161
16,8,0,16,0,0,0,0,0,2162
14,0,0,14,0,0,0,0,0,2163
17,0,0,17,0,0,0,0,0,2164
0,0,1,0,0,0,0,0,0,2165
32,2,0,32,0,0,0,0,0,2166
29,7,5,29,0,0,0,0,0,2167
19,12,0,19,0,0,0,0,0,2168
49,5,0,49,0,0,0,0,0,2169
62,25,1,62,0,0,0,0,0,2170
9,11,0,9,0,0,0,0,0,2171
33,7,0,33,0,0,0,0,0,2172
40,28,0,40,0,0,0,0,0,2173
46,31,0,46,0,0,0,0,0,2174
31,11,0,31,0,0,0,0,0,2175
15,0,0,15,0,0,0,0,0,2176
40,17,0,40,0,0,0,0,0,2177
20,5,0,20,0,0,0,0,0,2178
32,9,1,32,0,0,0,0,0,2179
34,11,1,34,0,0,0,0,0,2180
14,0,0,14,0,0,0,0,0,2181
16,10,2,16,0,0,0,0,0,2182
5,0,1,5,0,0,0,0,0,2183
21,0,0,21,0,0,0,0,0,2184
18,1,0,18,0,0,0,0,0,2185
14,6,0,14,0,0,0,0,0,2186
23,0,0,23,0,0,0,0,0,2187
20,22,0,20,0,0,0,0,0,2188
24,24,0,24,0,0,0,0,0,2189
24,30,0,24,0,0,0,0,0,2190
19,25,0,19,0,0,0,0,0,2191
4,0,0,4,0,0,0,0,0,2192
35,7,0,35,0,0,0,0,0,2193
15,4,0,15,0,0,0,0,0,2194
16,2,0,16,0,0,0,0,0,2195
20,6,0,20,0,0,0,0,0,2196
15,18,0,15,0,0,0,0,0,2197
23,4,0,23,0,0,0,0,0,2198
18,0,0,18,0,0,0,0,0,2199
16,4,0,16,0,0,0,0,0,2200
17,1,0,17,0,0,0,0,0,2201
15,11,0,15,0,0,0,0,0,2202
27,1,0,27,0,0,0,0,0,2203
25,6,0,25,0,0,0,0,0,2204
24,8,0,24,0,0,0,0,0,2205
14,0,1,14,0,0,0,0,0,2206
22,3,0,22,0,0,0,0,0,2207
15,3,0,15,0,0,0,0,0,2208
34,44,0,34,0,0,0,0,0,2209
14,3,9,14,0,0,0,0,0,2210
18,2,0,18,0,0,0,0,0,2211
13,3,0,13,0,0,0,0,0,2212
14,1,0,14,0,0,0,0,0,2213
30,0,1,30,0,0,0,0,0,2214
30,8,0,30,0,0,0,0,0,2215
18,3,0,18,0,0,0,0,0,2216
24,2,0,24,0,0,0,0,0,2217
21,0,0,21,0,0,0,0,0,2218
8,16,0,8,0,0,0,0,0,2219
23,3,0,23,0,0,0,0,0,2220
27,2,0,27,0,0,0,0,0,2221
9,10,0,9,0,0,0,0,0,2222
12,0,0,12,0,0,0,0,0,2223
22,1,0,22,0,0,0,0,0,2224
18,6,0,18,0,0,0,0,0,2225
17,6,0,17,0,0,0,0,0,2226
18,0,0,18,0,0,0,0,0,2227
16,2,0,16,0,0,0,0,0,2228
16,0,0,16,0,0,0,0,0,2229
13,2,2,13,0,0,0,0,0,2230
19,3,0,19,0,0,0,0,0,2231
2,0,0,2,0,0,0,0,0,2232
17,1,0,17,0,0,0,0,0,2233
14,1,0,14,0,0,0,0,0,2234
2,0,0,2,0,0,0,0,0,2235
13,2,0,13,0,0,0,0,0,2236
1,0,0,1,0,0,0,0,0,2237
18,3,0,18,0,0,0,0,0,2238
23,7,0,23,0,0,0,0,0,2239
17,1,0,17,0,0,0,0,0,2240
17,6,0,17,0,0,0,0,0,2241
14,1,0,14,0,0,0,0,0,2242
1,0,1,1,0,0,0,0,0,2243
10,1,0,10,0,0,0,0,0,2244
13,12,0,13,0,0,0,0,0,2245
35,25,0,35,0,0,0,0,0,2246
4,0,0,4,0,0,0,0,0,2247
15,12,0,15,0,0,0,0,0,2248
11,6,0,11,0,0,0,0,0,2249
8,15,0,8,0,0,0,0,0,2250
11,3,0,11,0,0,0,0,0,2251
22,6,0,22,0,0,0,0,0,2252
10,6,0,10,0,0,0,0,0,2253
11,6,0,11,0,0,0,0,0,2254
14,23,0,14,0,0,0,0,0,2255
21,5,0,21,0,0,0,0,0,2256
26,4,0,26,0,0,0,0,0,2257
25,9,1,25,0,0,0,0,0,2258
10,11,0,10,0,0,0,0,0,2259
11,2,0,11,0,0,0,0,0,2260
22,7,0,22,0,0,0,0,0,2261
11,1,1,11,0,0,0,0,0,2262
14,2,1,14,0,0,0,0,0,2263
33,17,0,33,0,0,0,0,0,2264
19,7,0,19,0,0,0,0,0,2265
27,2,0,27,0,0,0,0,0,2266
20,16,0,20,0,0,0,0,0,2267
27,13,0,27,0,0,0,0,0,2268
19,18,0,19,0,0,0,0,0,2269
10,9,0,10,0,0,0,0,0,2270
27,18,1,27,0,0,0,0,0,2271
87,28,0,87,0,0,0,0,0,2272
24,7,0,24,0,0,0,0,0,2273
16,4,0,16,0,0,0,0,0,2274
12,0,0,12,0,0,0,0,0,2275
16,5,0,16,0,0,0,0,0,2276
21,8,0,21,0,0,0,0,0,2277
28,1,1,28,0,0,0,0,0,2278
20,0,0,20,0,0,0,0,0,2279
15,3,0,15,0,0,0,0,0,2280
36,5,0,36,0,0,0,0,0,2281
23,0,0,23,0,0,0,0,0,2282
31,12,0,31,0,0,0,0,0,2283
19,0,0,19,0,0,0,0,0,2284
16,4,0,16,0,0,0,0,0,2285
30,11,0,30,0,0,0,0,0,2286
22,2,0,22,0,0,0,0,0,2287
14,1,2,14,0,0,0,0,0,2288
11,7,0,11,0,0,0,0,0,2289
21,4,0,21,0,0,0,0,0,2290
30,12,0,30,0,0,0,0,0,2291
37,13,0,37,0,0,0,0,0,2292
10,5,0,10,0,0,0,0,0,2293
21,6,0,21,0,0,0,0,0,2294
15,1,0,15,0,0,0,0,0,2295
19,3,0,19,0,0,0,0,0,2296
14,1,0,14,0,0,0,0,0,2297
14,8,0,14,0,0,0,0,0,2298
12,0,0,12,0,0,0,0,0,2299
14,12,0,14,0,0,0,0,0,2300
16,3,0,16,0,0,0,0,0,2301
16,0,0,16,0,0,0,0,0,2302
20,3,0,20,0,0,0,0,0,2303
30,10,0,30,0,0,0,0,0,2304
14,8,0,14,0,0,0,0,0,2305
35,10,0,35,0,0,0,0,0,2306
21,4,0,21,0,0,0,0,0,2307
20,7,0,20,0,0,0,0,0,2308
22,10,13,22,0,0,0,0,0,2309
32,14,0,32,0,0,0,0,0,2310
12,6,0,12,0,0,0,0,0,2311
11,6,0,11,0,0,0,0,0,2312
12,0,0,12,0,0,0,0,0,2313
12,0,0,12,0,0,0,0,0,2314
16,1,0,16,0,0,0,0,0,2315
21,5,1,21,0,0,0,0,0,2316
14,2,0,14,0,0,0,0,0,2317
16,3,0,16,0,0,0,0,0,2318
14,0,0,14,0,0,0,0,0,2319
22,12,0,22,0,0,0,0,0,2320
18,0,0,18,0,0,0,0,0,2321
25,10,0,25,0,0,0,0,0,2322
22,28,0,22,0,0,0,0,0,2323
9,6,0,9,0,0,0,0,0,2324
16,3,0,16,0,0,0,0,0,2325
16,7,0,16,0,0,0,0,0,2326
25,5,0,25,0,0,0,0,0,2327
12,5,0,12,0,0,0,0,0,2328
18,2,0,18,0,0,0,0,0,2329
19,12,0,19,0,0,0,0,0,2330
